id,class_1,class_2,class_3,class_4
100123,0.08935233,0.7350529,0.07431432,0.10128049
100124,0.12930259,0.53443307,0.2304389,0.10582548
100125,0.13101242,0.46858004,0.29846928,0.10193831
100126,0.07304311,0.70326346,0.10489259,0.11880083
100127,0.10068535,0.65518373,0.115496874,0.12863404
100128,0.05551727,0.5123444,0.3639299,0.068208426
100129,0.101119876,0.63170624,0.1053257,0.1618482
100130,0.05991225,0.57407063,0.21364518,0.1523719
100131,0.07976685,0.4956974,0.2614283,0.16310748
100132,0.087229215,0.5772954,0.19749513,0.13798027
100133,0.13016488,0.5594392,0.23723301,0.07316291
100134,0.07525093,0.6702184,0.10574534,0.14878531
100135,0.074873425,0.5073363,0.288418,0.1293723
100136,0.12295966,0.3784167,0.44506434,0.053559303
100137,0.088947296,0.5160004,0.27877623,0.11627608
100138,0.1847931,0.5842766,0.13556297,0.09536734
100139,0.07631275,0.5106026,0.18446659,0.22861807
100140,0.08767103,0.49170768,0.31487203,0.105749324
100141,0.10195181,0.6633315,0.13843866,0.09627807
100142,0.08415066,0.41854045,0.34646857,0.15084031
100143,0.0649534,0.7432527,0.055797793,0.13599609
100144,0.076449305,0.604028,0.19841753,0.121105194
100145,0.06428393,0.7183077,0.16298576,0.054422643
100146,0.070541255,0.2979013,0.5447673,0.08679013
100147,0.07138046,0.57015955,0.25209773,0.10636225
100148,0.09538084,0.5063995,0.21841432,0.17980537
100149,0.062371574,0.7554131,0.11171092,0.07050436
100150,0.08734483,0.5098366,0.29543144,0.10738709
100151,0.061339483,0.62916785,0.17249084,0.13700183
100152,0.070121035,0.53506684,0.2253128,0.1694993
100153,0.11359321,0.66604125,0.15645291,0.063912585
100154,0.079709195,0.50711066,0.20419385,0.20898628
100155,0.09057428,0.34618118,0.46793428,0.0953103
100156,0.081069194,0.5510211,0.2386712,0.12923847
100157,0.072655916,0.5598537,0.31139016,0.056100212
100158,0.07745624,0.532628,0.31638283,0.073532954
100159,0.089429155,0.511669,0.21622284,0.18267901
100160,0.063871495,0.5869348,0.2599368,0.089256905
100161,0.08524378,0.5237693,0.2645546,0.12643231
100162,0.071464606,0.49066287,0.3341913,0.103681155
100163,0.07159086,0.7069943,0.10983458,0.11158026
100164,0.09324368,0.564951,0.16721901,0.1745863
100165,0.14988749,0.65041983,0.16342647,0.036266193
100166,0.090038955,0.60641325,0.17152125,0.13202658
100167,0.085526355,0.6020503,0.15027864,0.16214475
100168,0.11802791,0.5874439,0.18788345,0.10664475
100169,0.08963496,0.60453683,0.22281,0.0830182
100170,0.08226846,0.5280647,0.17972194,0.20994487
100171,0.07782808,0.58056766,0.24818808,0.093416214
100172,0.078445345,0.55808324,0.14348885,0.21998256
100173,0.07652563,0.66311896,0.14021024,0.120145194
100174,0.07297268,0.60348445,0.17985678,0.14368607
100175,0.08531067,0.5087233,0.21891724,0.18704878
100176,0.06674485,0.7502349,0.13793853,0.04508172
100177,0.07407268,0.59233254,0.1908058,0.14278902
100178,0.047497377,0.6473977,0.24633665,0.058768254
100179,0.11164957,0.5841833,0.18849953,0.115667626
100180,0.10760861,0.64457655,0.12358903,0.124225825
100181,0.0854343,0.62960094,0.1925029,0.09246188
100182,0.06623594,0.65152496,0.1618464,0.1203927
100183,0.098205,0.5418088,0.18948327,0.17050292
100184,0.11651147,0.65215933,0.11002391,0.12130533
100185,0.061364956,0.6229217,0.09881417,0.21689916
100186,0.057507362,0.5480768,0.2718594,0.12255639
100187,0.09843362,0.6800406,0.118692875,0.10283291
100188,0.081261136,0.5334671,0.22490835,0.16036338
100189,0.0696582,0.5421963,0.22712672,0.1610188
100190,0.08168934,0.44727615,0.28542095,0.18561354
100191,0.07692625,0.5688158,0.23477226,0.11948568
100192,0.07719331,0.49329942,0.3632362,0.066271044
100193,0.051524054,0.52541983,0.30522007,0.117836036
100194,0.082564436,0.50433147,0.2233996,0.18970451
100195,0.0758051,0.40622905,0.357007,0.16095884
100196,0.08131854,0.57463604,0.18987116,0.1541743
100197,0.074079685,0.61891305,0.15747677,0.14953046
100198,0.047268823,0.7104264,0.16768034,0.074624464
100199,0.058310002,0.783758,0.08116203,0.07676995
100200,0.081111975,0.43864805,0.3828966,0.09734339
100201,0.063933745,0.66025925,0.13294004,0.14286698
100202,0.07291924,0.6488968,0.1589209,0.11926299
100203,0.098605454,0.61381084,0.20793112,0.07965262
100204,0.09289217,0.5376544,0.1981393,0.17131409
100205,0.099878535,0.45140666,0.26239794,0.1863169
100206,0.072030775,0.58580184,0.19394593,0.14822146
100207,0.079843625,0.5817054,0.18418369,0.1542673
100208,0.10477515,0.64029396,0.16441378,0.09051711
100209,0.06734289,0.5159408,0.33881906,0.07789728
100210,0.07836774,0.62075543,0.14781728,0.1530596
100211,0.08943514,0.5751955,0.19872977,0.1366396
100212,0.1475071,0.6544293,0.1831186,0.014945015
100213,0.08732887,0.46606532,0.327091,0.11951481
100214,0.094903484,0.6843286,0.14411359,0.076654375
100215,0.049333364,0.46276072,0.40147528,0.086430594
100216,0.090588495,0.54132915,0.2923477,0.0757347
100217,0.113633014,0.41870973,0.33980897,0.12784825
100218,0.09193366,0.51126933,0.2706671,0.1261299
100219,0.058711592,0.5215465,0.29434335,0.12539859
100220,0.10120263,0.63970363,0.18506342,0.07403031
100221,0.08956191,0.71844226,0.11971743,0.0722784
100222,0.08700726,0.6769564,0.16438626,0.07165006
100223,0.093628496,0.5631756,0.18803945,0.15515643
100224,0.079754025,0.4668756,0.22848429,0.22488603
100225,0.09157421,0.6433151,0.19316423,0.071946494
100226,0.07550904,0.65733534,0.17456679,0.09258879
100227,0.10677401,0.4498819,0.27998108,0.16336302
100228,0.07105156,0.5095361,0.19454604,0.22486633
100229,0.06346245,0.60469645,0.1789367,0.15290442
100230,0.0887764,0.6385967,0.14639889,0.12622802
100231,0.08909949,0.47629276,0.38342255,0.051185176
100232,0.08613953,0.48685682,0.23632436,0.19067934
100233,0.094783895,0.33893457,0.44289583,0.12338575
100234,0.108071856,0.7362872,0.07771713,0.077923805
100235,0.09001909,0.70839816,0.1355049,0.06607787
100236,0.086901605,0.4739823,0.2802739,0.15884224
100237,0.101165555,0.70342433,0.11529414,0.080116004
100238,0.07925865,0.5241682,0.24448411,0.15208903
100239,0.087272935,0.44253045,0.32133457,0.14886208
100240,0.08448395,0.5761457,0.18860078,0.1507695
100241,0.10255096,0.6751324,0.098945685,0.12337098
100242,0.08292743,0.5261631,0.2216203,0.16928919
100243,0.06741159,0.47297266,0.30588034,0.15373543
100244,0.08615963,0.5498,0.19040835,0.17363206
100245,0.108546145,0.58189136,0.1459863,0.16357617
100246,0.07362777,0.39025107,0.46075273,0.07536837
100247,0.060224798,0.74533665,0.12086566,0.073572904
100248,0.07539295,0.45220423,0.25078714,0.22161569
100249,0.07435545,0.68455374,0.14911556,0.09197525
100250,0.08444958,0.58732915,0.13190658,0.19631466
100251,0.10970477,0.5043034,0.27884054,0.107151285
100252,0.0611958,0.6245374,0.0975319,0.21673489
100253,0.07375068,0.6123042,0.22395325,0.08999184
100254,0.08743517,0.6845199,0.12690885,0.10113609
100255,0.09166828,0.4753876,0.38814855,0.04479557
100256,0.07985158,0.48551795,0.33069944,0.103931
100257,0.081364185,0.60263187,0.12781757,0.18818638
100258,0.047295347,0.6903369,0.22442013,0.03794766
100259,0.08992427,0.55916965,0.21408385,0.13682224
100260,0.070272245,0.55614847,0.26019257,0.11338667
100261,0.08362481,0.6132171,0.13739346,0.16576464
100262,0.07408121,0.5909411,0.24556784,0.08940986
100263,0.09831845,0.56126213,0.17475103,0.1656684
100264,0.1096193,0.5510199,0.25689203,0.0824688
100265,0.081845984,0.5904597,0.16565086,0.16204342
100266,0.08298401,0.52202946,0.25044873,0.1445378
100267,0.07415249,0.58518064,0.21675256,0.12391436
100268,0.07655619,0.5661308,0.2322812,0.12503181
100269,0.09784905,0.5630248,0.21253344,0.12659271
100270,0.07568803,0.51441145,0.2713386,0.13856195
100271,0.12316246,0.6650067,0.12924321,0.082587644
100272,0.076719165,0.5950596,0.19068417,0.13753706
100273,0.045420416,0.6778975,0.14493883,0.13174328
100274,0.06143346,0.56267387,0.3301677,0.045724984
100275,0.121861026,0.5450454,0.22464077,0.10845285
100276,0.09730779,0.5476059,0.23455925,0.12052709
100277,0.08624614,0.5285257,0.2933485,0.091879696
100278,0.059932567,0.5901421,0.2332097,0.116715685
100279,0.124350436,0.48860356,0.25676647,0.13027956
100280,0.12522346,0.4021093,0.3167382,0.15592903
100281,0.102299325,0.5308503,0.21557528,0.15127507
100282,0.079986565,0.51889914,0.27196565,0.12914862
100283,0.02847642,0.6742121,0.13174045,0.1655711
100284,0.09166425,0.47899124,0.29268602,0.13665849
100285,0.10019659,0.60126793,0.20185184,0.096683666
100286,0.12212398,0.37877718,0.37261507,0.12648377
100287,0.07770567,0.59213,0.19101357,0.13915077
100288,0.090219505,0.51094085,0.30164266,0.097197026
100289,0.06398221,0.5580745,0.2027882,0.17515512
100290,0.05928622,0.5701488,0.25104344,0.11952149
100291,0.07430478,0.5938275,0.22685562,0.105012126
100292,0.092988655,0.73800784,0.08502784,0.08397569
100293,0.081555165,0.5725305,0.17186521,0.1740491
100294,0.09306686,0.5527393,0.16370894,0.19048485
100295,0.06749101,0.67140126,0.12629475,0.13481297
100296,0.058193773,0.76023954,0.07723322,0.10433347
100297,0.04785569,0.7180155,0.12124168,0.11288709
100298,0.07617798,0.58767974,0.21645904,0.119683266
100299,0.08762067,0.6985774,0.16097838,0.052823592
100300,0.10775514,0.5960837,0.20497961,0.0911815
100301,0.06857265,0.602798,0.19938162,0.12924774
100302,0.079591855,0.6989469,0.14261512,0.078846134
100303,0.058839686,0.6518583,0.221404,0.067897975
100304,0.08391157,0.58451605,0.20117754,0.13039486
100305,0.0751012,0.58232045,0.22047634,0.12210198
100306,0.07733075,0.43872032,0.37707642,0.10687252
100307,0.0778966,0.53318524,0.1957273,0.19319084
100308,0.07530692,0.56935793,0.14811288,0.20722227
100309,0.07072414,0.67408067,0.09868457,0.1565106
100310,0.08648375,0.5735535,0.22403783,0.115924865
100311,0.07101889,0.47382852,0.25791296,0.19723961
100312,0.11830644,0.65653086,0.17967214,0.04549055
100313,0.07349465,0.61503804,0.11352793,0.19793937
100314,0.0636593,0.58588725,0.2389495,0.111503996
100315,0.08154778,0.6118781,0.19303048,0.113543674
100316,0.06950614,0.62898076,0.13440935,0.16710377
100317,0.071083784,0.45085466,0.37564316,0.10241837
100318,0.059844766,0.68802613,0.14472145,0.10740764
100319,0.029699609,0.5026139,0.4037069,0.06397955
100320,0.09715345,0.5017658,0.3315198,0.069560975
100321,0.06669078,0.7521666,0.07698365,0.104158975
100322,0.07100769,0.55659026,0.26381803,0.108584054
100323,0.11215346,0.47533396,0.34249648,0.070016086
100324,0.09847602,0.3712769,0.45665967,0.07358736
100325,0.08757639,0.63794595,0.1521908,0.122286886
100326,0.08468036,0.512527,0.3122199,0.090572745
100327,0.13865915,0.62784845,0.13659672,0.096895695
100328,0.09897542,0.5588824,0.24359992,0.09854223
100329,0.08658735,0.5489502,0.17679721,0.18766528
100330,0.0776773,0.63203603,0.15699154,0.1332951
100331,0.08909533,0.5235606,0.22636916,0.16097492
100332,0.0666309,0.6366592,0.16416378,0.13254611
100333,0.086621486,0.4700865,0.26153994,0.18175207
100334,0.08295642,0.5457405,0.18314669,0.18815643
100335,0.10168395,0.64760053,0.17567448,0.07504104
100336,0.066169076,0.4598706,0.32414803,0.14981233
100337,0.07631515,0.6991006,0.11219572,0.112388566
100338,0.05332208,0.40101168,0.47389132,0.07177494
100339,0.0759052,0.5177252,0.27830094,0.12806858
100340,0.07519943,0.49465314,0.21860592,0.21154155
100341,0.09275182,0.5535543,0.20252436,0.15116955
100342,0.1286515,0.59299,0.12919565,0.14916284
100343,0.0781775,0.31374994,0.49858215,0.10949036
100344,0.1000765,0.6078434,0.17755395,0.114526175
100345,0.0936531,0.6465978,0.15945536,0.100293785
100346,0.10154794,0.66604143,0.08044855,0.15196212
100347,0.11559408,0.51147044,0.15060806,0.22232746
100348,0.06306552,0.38248333,0.50314945,0.05130168
100349,0.094458096,0.56891716,0.20440389,0.13222085
100350,0.07881376,0.5956873,0.15995052,0.16554838
100351,0.11580736,0.42658135,0.34756386,0.110047355
100352,0.14497623,0.68041265,0.0942849,0.08032622
100353,0.062436424,0.40710172,0.3659203,0.1645415
100354,0.105979666,0.44361153,0.2783842,0.17202456
100355,0.10314563,0.58815217,0.2355969,0.07310531
100356,0.07345123,0.4960505,0.19724838,0.23324989
100357,0.09180829,0.6744456,0.1671221,0.066624
100358,0.07769544,0.6187389,0.16179241,0.14177324
100359,0.066292144,0.49805886,0.25382447,0.18182456
100360,0.10341236,0.70445454,0.12280008,0.069333024
100361,0.08305858,0.41706088,0.39895207,0.100928515
100362,0.08880279,0.5077978,0.26486057,0.13853885
100363,0.071654595,0.5768627,0.16825907,0.18322366
100364,0.08159243,0.59336424,0.20354618,0.12149718
100365,0.11575126,0.4855416,0.27896196,0.11974518
100366,0.07885186,0.5201411,0.22867392,0.1723331
100367,0.08003227,0.55421513,0.19257443,0.17317815
100368,0.08148339,0.57565063,0.18429329,0.15857273
100369,0.070221655,0.6216155,0.14431167,0.16385117
100370,0.099070564,0.4803728,0.28304055,0.13751605
100371,0.055607405,0.61332595,0.21213609,0.11893056
100372,0.10287889,0.5184235,0.2684628,0.1102348
100373,0.089678355,0.47824264,0.21568958,0.2163894
100374,0.077930436,0.5539753,0.2669752,0.10111914
100375,0.053633243,0.6950184,0.13254622,0.118802115
100376,0.07944228,0.5078518,0.30632034,0.10638561
100377,0.22280723,0.5157212,0.17828432,0.08318726
100378,0.11334761,0.59271157,0.1992746,0.09466618
100379,0.08559576,0.49689487,0.20812283,0.20938654
100380,0.061763402,0.40232348,0.26623967,0.26967344
100381,0.09063621,0.56444937,0.25087398,0.09404041
100382,0.07899554,0.4957686,0.19008063,0.23515527
100383,0.07378451,0.6577846,0.15008767,0.118343286
100384,0.076083034,0.5241393,0.25059387,0.14918381
100385,0.100782566,0.49342117,0.31507537,0.09072083
100386,0.110588714,0.5249323,0.287955,0.07652398
100387,0.05270766,0.7151286,0.15296322,0.079200536
100388,0.07852663,0.6317069,0.154459,0.1353075
100389,0.08997337,0.51822734,0.27543244,0.11636683
100390,0.0805238,0.57401925,0.16141334,0.18404363
100391,0.046481986,0.68099487,0.1311534,0.14136973
100392,0.058443207,0.67420673,0.12894607,0.13840406
100393,0.07251248,0.67102295,0.1610697,0.0953949
100394,0.09510457,0.63116235,0.17185095,0.101882175
100395,0.07757519,0.6617221,0.19062482,0.07007784
100396,0.07138831,0.6681577,0.15595928,0.104494646
100397,0.06990147,0.50047225,0.22455119,0.20507511
100398,0.106286414,0.609197,0.19525148,0.08926508
100399,0.07556827,0.71961844,0.083235614,0.12157769
100400,0.07855526,0.6066733,0.15737587,0.15739554
100401,0.069075264,0.6818207,0.15751426,0.09158974
100402,0.077027634,0.66279507,0.15186766,0.108309664
100403,0.083549835,0.5319594,0.19708282,0.18740796
100404,0.07783333,0.59176403,0.1786263,0.15177633
100405,0.08607721,0.57903343,0.24849127,0.08639804
100406,0.089206964,0.55507416,0.23885186,0.11686701
100407,0.109102406,0.6609323,0.14650881,0.08345648
100408,0.09323158,0.5258523,0.19862686,0.18228924
100409,0.08543383,0.47114906,0.22600225,0.21741489
100410,0.080270134,0.5458336,0.21536489,0.15853138
100411,0.11071807,0.6164103,0.18224095,0.09063067
100412,0.059975393,0.6641334,0.17072347,0.10516769
100413,0.069217265,0.5870341,0.27001026,0.07373837
100414,0.079130106,0.54576415,0.24510103,0.13000472
100415,0.07108935,0.62072057,0.2079245,0.100265555
100416,0.082348414,0.40527213,0.3102439,0.20213552
100417,0.096891284,0.6396844,0.19787507,0.06554926
100418,0.06854234,0.5868386,0.12166995,0.22294916
100419,0.077705786,0.6266337,0.17585531,0.11980521
100420,0.082094625,0.6231945,0.13494237,0.15976843
100421,0.08375691,0.66906124,0.14642608,0.10075579
100422,0.08347729,0.68096113,0.1310395,0.10452208
100423,0.09968073,0.60241854,0.13615164,0.16174912
100424,0.09982478,0.68953633,0.12932266,0.08131624
100425,0.08214668,0.7712889,0.09333891,0.05322553
100426,0.05479149,0.66838914,0.20621024,0.07060911
100427,0.0997493,0.6117292,0.19803795,0.0904835
100428,0.1003878,0.60638493,0.22004466,0.07318257
100429,0.05021451,0.5889196,0.23853526,0.122330666
100430,0.08817128,0.5459372,0.26336637,0.10252517
100431,0.04762227,0.6110007,0.11794528,0.22343172
100432,0.083941564,0.5854995,0.22745322,0.1031057
100433,0.09123932,0.5754108,0.16056024,0.17278965
100434,0.08016196,0.5335686,0.26941863,0.116850816
100435,0.086481564,0.58397615,0.244776,0.08476629
100436,0.10903941,0.7517764,0.09143866,0.047745507
100437,0.061075516,0.7573502,0.12128012,0.060294118
100438,0.07033339,0.56439847,0.16746373,0.19780442
100439,0.07831981,0.5749033,0.19700159,0.14977531
100440,0.09643884,0.49179798,0.27436778,0.13739537
100441,0.12770605,0.4686329,0.16989829,0.2337627
100442,0.069786035,0.5712433,0.20317292,0.15579775
100443,0.09282688,0.58752406,0.20802207,0.11162701
100444,0.0756065,0.4165752,0.3437619,0.16405635
100445,0.10820925,0.6442997,0.16552801,0.08196302
100446,0.0636214,0.74324954,0.0787758,0.114353284
100447,0.06290383,0.42876607,0.43654907,0.071781054
100448,0.091369085,0.5938175,0.20858482,0.10622856
100449,0.061326217,0.64824843,0.16985057,0.12057478
100450,0.08325045,0.63645244,0.1753883,0.10490878
100451,0.055412922,0.65471053,0.1577577,0.13211882
100452,0.079612136,0.6116351,0.16589795,0.14285484
100453,0.15141222,0.64258856,0.1487293,0.057269957
100454,0.06916426,0.5503782,0.26343596,0.117021516
100455,0.07611765,0.69172686,0.116789855,0.11536563
100456,0.086951055,0.48492527,0.34020957,0.08791406
100457,0.09478014,0.37764436,0.42931226,0.09826326
100458,0.09687546,0.5513671,0.21750809,0.13424939
100459,0.08273237,0.7304312,0.11982866,0.06700777
100460,0.08456422,0.64409155,0.16400604,0.107338205
100461,0.08253683,0.47764203,0.23933847,0.20048268
100462,0.09558768,0.50397784,0.29885542,0.1015791
100463,0.058002334,0.40755275,0.38793448,0.14651042
100464,0.0931414,0.49618766,0.29247108,0.11819987
100465,0.08730926,0.68973464,0.15900876,0.06394733
100466,0.090991825,0.5032983,0.19906396,0.2066459
100467,0.08819736,0.77535146,0.0510564,0.08539477
100468,0.07799083,0.67946786,0.09071642,0.15182486
100469,0.09487066,0.5694835,0.17706075,0.15858509
100470,0.11126486,0.4297845,0.30304503,0.15590562
100471,0.096545465,0.6710795,0.113007866,0.11936719
100472,0.0713093,0.5516187,0.17845717,0.19861487
100473,0.07563308,0.58587813,0.10943982,0.22904898
100474,0.087352715,0.50110745,0.19086236,0.2206775
100475,0.10326575,0.48102084,0.3548641,0.060849357
100476,0.07433169,0.65779793,0.19377935,0.07409101
100477,0.07853051,0.6793405,0.12342314,0.11870591
100478,0.083916925,0.58445215,0.1812071,0.15042381
100479,0.1026464,0.709869,0.136562,0.050922584
100480,0.10909575,0.53669906,0.26640472,0.08780053
100481,0.07286053,0.60222244,0.16577448,0.15914258
100482,0.08525965,0.4870655,0.33494157,0.09273326
100483,0.08006858,0.54334766,0.20526356,0.1713202
100484,0.068309754,0.6238543,0.24169418,0.06614181
100485,0.08062728,0.63579565,0.1464848,0.13709226
100486,0.09699122,0.62467813,0.14229497,0.13603571
100487,0.08754054,0.6698489,0.14235276,0.1002578
100488,0.06812627,0.535628,0.23353373,0.162712
100489,0.10171053,0.7181468,0.11050692,0.06963578
100490,0.085622236,0.5315551,0.1537243,0.22909832
100491,0.06995924,0.6610078,0.13746345,0.13156945
100492,0.11175633,0.71398526,0.10783586,0.066422515
100493,0.048070896,0.68186486,0.15380765,0.11625661
100494,0.06467453,0.60225797,0.120839246,0.21222828
100495,0.15395282,0.49280405,0.271881,0.08136216
100496,0.08125688,0.54062575,0.16169418,0.21642318
100497,0.08809524,0.61355007,0.18661617,0.11173851
100498,0.037362803,0.62727,0.28882483,0.046542384
100499,0.06275917,0.73984504,0.15267754,0.044718303
100500,0.09098222,0.38703346,0.29116973,0.2308146
100501,0.07105899,0.66244495,0.14023618,0.12625985
100502,0.09095086,0.71270895,0.11684372,0.079496466
100503,0.07599685,0.57632184,0.25222045,0.09546085
100504,0.06739824,0.4753822,0.28033414,0.17688538
100505,0.07644913,0.56667113,0.16030474,0.19657497
100506,0.07055213,0.42044505,0.25752673,0.25147605
100507,0.062130485,0.5791391,0.17119864,0.18753172
100508,0.06815393,0.56119317,0.15380645,0.21684647
100509,0.10286095,0.6385794,0.1492762,0.10928344
100510,0.06777425,0.76134557,0.115573645,0.055306565
100511,0.083080195,0.41914782,0.31000322,0.1877688
100512,0.086877406,0.7184063,0.13601129,0.058704972
100513,0.07067091,0.5492444,0.2706955,0.10938922
100514,0.065928295,0.6253599,0.19581103,0.112900764
100515,0.071258955,0.5703483,0.18839529,0.16999745
100516,0.055381693,0.687054,0.17611302,0.08145131
100517,0.092753105,0.54268247,0.1849911,0.17957336
