Id,SalePrice
2815,98841.85
2816,249342.11
2817,150639.75
2818,132678.22
2819,165975.23
2820,141070.92
2821,111237.99
2822,202702.5
2823,279669.53
2824,182370.14
2825,135830.83
2826,138122.19
2827,146026.47
2828,199099.84
2829,198703.0
2830,231375.58
2831,172814.44
2832,237995.58
2833,303460.97
2834,212130.02
2835,209682.81
2836,194467.64
2837,154454.66
2838,147459.94
2839,181640.44
2840,200321.06
2841,201823.1
2842,224647.52
2843,150944.48
2844,160831.56
2845,122989.69
2846,212769.44
2847,191518.42
2848,211401.34
2849,202511.2
2850,279012.3
2851,220977.66
2852,232117.3
2853,239090.95
2854,142749.22
2855,197935.31
2856,200627.53
2857,190244.52
2858,198587.45
2859,127321.98
2860,127739.875
2861,131068.945
2862,192226.75
2863,127778.13
2864,243109.61
2865,141336.48
2866,134050.69
2867,104513.11
2868,99454.86
2869,117860.35
2870,131615.95
2871,80694.266
2872,46725.72
2873,102678.1
2874,138369.92
2875,120828.766
2876,163296.86
2877,140831.52
2878,169356.69
2879,133552.39
2880,96509.08
2881,151730.78
2882,166115.06
2883,203049.98
2884,201861.98
2885,190852.19
2886,222923.95
2887,93372.57
2888,139851.14
2889,58437.93
2890,78992.48
2891,140711.23
2892,48145.992
2893,79011.54
2894,51925.42
2895,306498.9
2896,280646.06
2897,198040.31
2898,149715.55
2899,218971.08
2900,159831.42
2901,195977.38
2902,182955.97
2903,354485.38
2904,348871.78
2905,87243.56
2906,200856.88
2907,116600.15
2908,133615.7
2909,146510.38
2910,81951.125
2911,77535.56
2912,145468.12
2913,82094.42
2914,75904.08
2915,84167.99
2916,81419.44
2917,144643.36
2918,114648.44
2919,207250.98
